% Dataset obtained from: http://homes.esat.kuleuven.be/~smc/daisy/
% Contributed by:
% 	Jairo Espinosa
% 	ESAT-SISTA KULEUVEN
% 	Kardinaal Mercierlaan 94
% B-3001 Heverlee Belgium
% 	jairo.espinosa@esat.kuleuven.ac.be
% Description:
% 	The data comes from a model of a Steam Generator at Abbott Power Plant in Champaign IL.
% 	The model is described in the paper of Pellegrineti [1].
% Sampling:
% 	3 sec
% Number:
% 	9600
% Inputs:
% 	u1: Fuel scaled 0-1
% 	u2: Air	scaled 0-1
% 	u3: Reference level inches
% 	u4: Disturbance definde by the load level
% Outputs:
% 	y1: Drum pressure PSI
% 	y2: Excess Oxygen in exhaust gases %
% 	y3: Level of water in the drum
% 	y4: Steam Flow Kg./s
% References:
% 	[1] G. Pellegrinetti and J. Benstman, Nonlinear Control Oriented Boiler Modeling -A Benchamrk Problem for Controller Design, IEEE Tran. Control Systems Tech. Vol.4No.1 Jan.1996
% 	[2] J. Espinosa and J. Vandewalle Predictive Control Using Fuzzy Models Applied to a Steam Generating Unit, Submitted to FLINS 98 3rd. International Workshop on Fuzzy Logic Systems and Intelligent Technologies for Nuclear Science and Industry
% Properties:
% 	To make possible the open loop identification the wter level was 
% 	stabilized by appliying to the water flow input a feedforward action proportional to the steam flow
% 	with value 0.0403 and a PI action with values Kp=0.258 Ti=1.1026e-4 the reference of this controller 
% 	is the input u3.
% Columns:
% 	Column 1: time-steps
% 	Column 2: input fuel
% 	Column 3: input air
% 	Column 4: input level ref.
% 	Column 5: input disturbance
% 	Column 6: output drum pressure
% 	Column 7: output excess oxygen
% 	Column 8: output water level
% 	Column 9: output steam flow
% Category:
% 	Process industry systems
% Where:
% 	ftp://ftp.esat.kuleuven.ac.be/pub/SISTA/espinosa/datasets/powplant.dat
@RELATION steamgen.dat

@ATTRIBUTE attr0	real
@ATTRIBUTE attr1	real
@ATTRIBUTE attr2	real
@ATTRIBUTE attr3	real
@ATTRIBUTE attr4	real
@ATTRIBUTE attr5	real
@ATTRIBUTE attr6	real
@ATTRIBUTE attr7	real
@ATTRIBUTE attr8	real

@DATA
267,0.17305827012053,0.71004238092064,-2.5060649279028,-0.00047785100352967,264.31220417741,17.503999026054,-7.2557134762614,10.749498613188
270,0.24669453319016,0.72235666905783,-1.7985649083878,0.0084965880433306,260.94709342046,17.088477384167,-7.9422965033757,9.9982548863959
273,0.19609618745346,1.0530133686527,-0.89667198454655,0.0018967348796708,258.43873481991,17.621535512953,-7.8364549278331,9.6638379280246
276,0.031208087771256,0.9467671565537,-3.2471611470612,0.0015248284800499,256.96155348075,16.178119165122,-8.2919267962242,9.4965577342253
279,0.22063174364882,0.68616348322636,-3.0304409026295,0.0067852645421347,254.37387283441,15.791961047252,-8.3362355841017,9.0402067453931
282,0.024301842891186,1.0430344303222,-3.8215057991343,0.0038438780578448,250.65672611645,17.248345091666,-8.1976201925823,8.5266183340642
285,0.37336489841906,0.68185237484305,-1.7056868493102,0.0067953053014099,248.89659836373,17.020975603111,-8.0712052657045,8.3983481370028
288,0.22192482231248,0.91133976446065,-3.5841566082928,-0.00019559563710667,245.73055618596,17.451366145725,-8.101789393636,8.1623420508627
291,0.076202617420224,0.73067660489551,-3.0190595465618,-0.0026669158188893,246.6459622145,16.357067234308,-7.445250073406,8.0779614940013
294,0.11754533559597,0.84385049099199,-3.9928174089353,0.0079221689756378,244.67522606988,14.827999850261,-7.5196680806141,7.7178011213287
297,0.38748661763482,0.69974609245241,-3.9707313398952,0.0090134561480354,243.43068881566,15.769540212617,-6.7369725433357,7.4826527853855
300,0.33141840154055,0.87190065930908,-1.7714700972942,0.011395335148318,242.79582786931,16.948489052947,-6.3173585400583,7.5328939951305
303,0.36343506360544,0.83523807391051,-3.5926231842685,0.011579037222839,241.90570557901,14.879656584313,-6.3820472167134,8.0608899581715
306,0.35868841353506,0.67968336566697,-3.3833695779613,0.0049582502954685,243.46298917069,12.813776164458,-5.9710010019678,8.4702968740995
309,0.295170238698,0.96118940129558,-2.5976294423253,0.011072357512974,243.45848865466,11.949211959523,-5.2261521547233,8.6674957603887
312,0.029419756873989,0.75522659200286,-3.7460580513046,-0.0019059300233014,244.31888483006,10.767226223564,-4.8589668759632,8.9093197505695
315,0.28714203883051,0.79125047743391,-3.8878860371171,0.0069366863446094,243.48869878922,10.980101447834,-4.4378913007297,8.6290937056644
318,0.28138379283225,1.0130716952544,-1.0104419444381,0.0041035871292625,243.19197527926,13.602220078515,-3.8866866269967,8.3153342505454
321,0.24251058422045,0.97998025127229,-0.84831055877075,0.0020745897712376,242.08411923744,14.554740568632,-3.7014832890243,8.2873217315169
324,0.12943379467986,1.0642121392548,-1.3256238739859,0.0075566219929962,242.08674835831,14.316977371762,-4.0283373105275,8.2055658326625
327,0.30370396300189,0.79260880846555,-2.9109494895043,0.0043877336433831,241.77133288788,14.546327999764,-3.6687341595542,8.1719900181017
330,0.3138198483236,1.0022797219552,-3.4393525823264,0.010254729827647,240.12652790072,15.661308295221,-3.6850999874172,7.9754132384734
333,0.053070788698977,0.78989340637835,-1.4159538891945,0.0048183904487769,239.45191514906,15.20764099285,-3.714096314731,8.1979399262596
336,0.32678119870068,0.66997317158456,-1.4241587460879,0.0076290779895944,240.49131922221,14.229241010704,-3.7168006764467,8.2649006105441
339,0.22912695994408,0.85305755192886,-1.3471619338233,0.0073144466425071,239.75968508196,15.132295003476,-3.130324185226,8.0616736324702
342,0.064297043865321,0.68703870147978,-2.9363422299336,0.00022079718447653,240.99312424845,14.282727924116,-2.6562912168054,8.3068911099847
345,0.34296965006972,0.98550673665713,-2.4606842467777,-0.00046902147088,239.90260772089,13.528669167273,-3.0221762477273,8.0023839420924
348,0.28347078718943,0.7166720626323,-1.1920510059381,0.011428044161087,236.45801474008,14.836538306413,-2.8075990564446,7.6194483959606
351,0.23961312760055,0.7495502162086,-3.3241256698279,0.001459239404935,239.17785021427,15.063473510042,-2.6188696698704,7.8957018681695
354,0.22465571811167,0.70776370390119,-1.7124464581554,-0.00086097472134446,238.96821237546,13.791212373433,-2.8501803010634,7.9744488843657
357,0.2233984280742,0.70891652496886,-2.6998155402055,0.011578288397836,240.12642007833,13.290478922948,-2.4097612012458,7.6832693831098
360,0.29727269517975,0.82038047160785,-1.7831461285061,0.0084500172704718,240.15726043401,13.296320542986,-2.2728503946131,7.7551533946747
363,0.39243049947138,0.77381264643211,-2.9258667142847,0.011300617881279,239.43074755175,13.347023432749,-2.2811645986713,7.9828824494818
366,0.17138135207672,0.89894352659103,-2.2448781174788,0.0069917858234825,239.37853000965,13.089542098638,-2.4356615618244,8.2535149346164
369,0.22883876946308,1.0148444859103,-1.0471061582633,0.010565285518118,242.31588389296,11.927874323503,-2.188504058442,8.6513660011812
372,0.11953774030394,1.0221448617511,-3.4723874073502,0.0074251675540821,240.65885111753,12.470546711599,-2.0373632822548,8.560239798916
375,0.19427718647551,0.70658354800294,-1.661988551363,0.007927616738621,239.91086042277,13.880635658184,-1.793320811905,8.5812445121072
378,0.29028269275205,0.97836776447461,-2.5879056037621,0.001488566760732,239.62785436643,15.46444744475,-1.9345663132962,8.3985335724817
381,0.078611757488471,0.85048306277144,-2.1096749536636,0.0017911149905291,238.69372378415,15.816637403948,-1.8376505093194,8.1854494366904
384,0.048576951400221,1.0573215993988,-1.3921066919587,-0.00018112646116877,237.727049755,15.181500065982,-2.1257867253567,8.0494168379694
387,0.098473111688387,0.7450505795238,-3.6699251487914,0.0097274509264212,237.01415269516,16.004052802374,-2.2240260643148,7.5824923755882
390,0.34268330466389,0.75943408021594,-1.2105144457424,0.0097780131202982,234.85805793116,17.778217242037,-2.2410866172774,7.3116789722581
393,0.36406610210203,0.88089108498124,-3.2845260826339,0.010514470763298,233.30872548413,18.597137942277,-2.7412480802917,7.3944276166567
396,0.35761724362218,0.95561863171677,-1.9852616687896,0.004934985909378,234.56710052635,16.589587502717,-2.9867910684781,7.8397335813748
399,0.30138817817061,0.97734877164439,-1.1180218658131,0.0032965154044023,234.92630222274,14.134044003682,-3.0916826714594,8.1137099393063
402,0.25946932275983,0.75367172770293,-1.8546115753122,0.0056763072765253,236.63882057241,13.00433526755,-2.7814996473429,8.1532117886702
405,0.13523397275802,0.85166560040944,-0.97233113243992,-0.0016933714792744,236.39750627235,12.846326777136,-2.7025856781415,8.1842940844111
408,0.27476097309745,1.0103029688261,-1.6035219791881,0.0094537688478649,237.66944561273,12.936986881067,-2.5422302138823,8.0067502935924
411,0.10783221696272,0.69371832451293,-1.4987121447869,7.3983129763429e-05,237.09983300159,14.01865853676,-2.4222775690322,7.7770234425328
414,0.22510346225369,0.8875045931605,-2.6165141244049,0.0051796476607672,236.34184879837,14.711944207558,-2.3906468247138,7.803692063889
417,0.34038895279787,0.86286280122616,-1.3197415456084,0.001741295059255,235.5740882939,15.50020279249,-2.5198565896303,7.4745188770024
420,0.19961739734895,0.86639823330799,-1.6823206095667,0.010691012341926,235.57412054945,15.806884454677,-2.1935506295023,7.4175131117565
423,0.23979907847641,0.69330106685321,-1.5606862106581,0.0040811423783024,236.72896746428,14.710726140165,-2.3565420465405,7.7340123196328
426,0.11240970707409,0.77199921572647,-2.4518065016114,0.0010035243895828,236.84251186261,14.409430402904,-2.1542139563561,7.7726269187614
429,0.21039520387322,0.98981521059487,-1.4900594938971,0.0085700545957592,236.3258951898,14.151226315251,-1.9595237171911,7.5770537682133
432,0.05582197639727,0.99209830151497,-2.9794327332957,0.0029756776464481,235.68171715355,14.861134452843,-1.9713979181522,7.4195836715959
435,0.22501470091976,0.88175072315272,-1.8321212962977,-0.00044093453137793,234.12346211386,15.64151829045,-2.033706086061,7.4223302702887
438,0.26126050842242,0.75815346507741,-2.3273524426284,0.0049273258554215,233.60183779667,17.012424122957,-2.1787066560149,6.9786449662362
441,0.24718300763204,0.94578719203172,-3.4473307081661,0.0039076952538411,234.12971997711,17.19855355966,-1.9628136642054,6.9514495134109
444,0.078840966471458,0.81530682821578,-2.251875466972,0.01098496938357,234.05909069718,15.854747240776,-2.2963564806727,7.0938837999483
447,0.31606774127133,0.76099884982027,-3.5379045612619,-0.00075650579192564,234.75348513558,15.092091867036,-2.2481215615883,7.3245842430345
450,0.25665291575334,1.053090485079,-2.0128553418663,0.0051009474612947,235.09937093421,16.090398414234,-2.0057183331088,7.0847398685913
453,0.15428540696326,0.790621557477,-2.2161621277887,0.01014159784229,234.83382976675,15.382019582584,-1.9402154560769,7.1885277833578
456,0.044240766791528,0.84606164913149,-1.8911026108852,0.0060845328454453,235.85138340152,14.600001261295,-2.2707213456966,7.3888638768077
459,0.12427705103239,0.75789015617233,-2.6315660148778,0.004841759611768,235.8047005842,15.174803425753,-1.9651056839078,7.3937005679992
462,0.099197001060456,0.7160592647634,-2.1040686488098,-0.0026560059782776,232.97895640252,16.815787084062,-2.1324743657575,7.0924214473226
465,0.25693809194839,0.89226020885227,-3.8160025401383,0.0069121344467622,232.39053987067,17.724759441315,-2.1980686442014,6.7733570223445
468,0.2405141979679,0.86773139856154,-2.6265885488349,0.006236714575553,232.08368531793,17.983416547953,-2.3678128466057,6.5899556942261
471,0.0085500811182626,0.83898331374736,-3.4636340386152,0.0079292636772978,232.34536035131,17.17185081528,-2.3790599023392,6.8643963102026
474,0.044093177108201,0.76867982286823,-2.9601438466206,0.0052669090152742,233.00568739125,16.101167306371,-2.5744891556674,7.0680772262132
477,0.23179580264764,1.0255543486789,-1.7347439712278,0.0069432013038532,230.01008497703,17.17088838237,-2.5425738494683,6.7865658064315
480,0.98945979370996,0.39553671569297,-1.8582135058082,0.014210330650584,228.01873491813,18.81939912905,-2.690346147861,6.5969304435031
483,0.85180788600571,0.30648984015546,-3.3123847060084,0.023093747523399,226.96087083698,18.550708243135,-3.3052329686525,7.2731697549109
486,1.0463722821642,0.32484739328148,-1.7436805046139,0.020099426130123,234.00083748285,9.0221333741805,-3.5628636319091,8.972771141594
489,1.0039833371919,0.37626923732549,-2.1727320051665,0.011489548327195,242.04119945203,0.002302496525242,-3.2974329047929,10.579620264759
492,0.99441308858022,0.057641047087026,-2.3422464154887,0.017948974742778,249.79040450852,-0.0043635671975739,-1.7207168857121,12.039762980615
495,0.96054570913585,0.33062896106557,-1.1149967992896,0.014840151022471,256.50169303584,-0.021434858873804,-0.90910496059537,13.407526186428
498,0.94865446090837,0.22746651617667,-1.3000313486043,0.017739908940694,265.60346990461,0.041633573766768,0.47910948564486,14.764179889155
501,0.86523909823305,0.14445342164558,-2.5521821282466,0.012119373384426,270.17235837719,-0.011396010965555,1.293609663463,15.82207847929
504,0.67175898987824,0.11939858712384,-1.7329896079053,0.015538414781015,275.97327747812,0.00022230640525126,2.2022099804467,16.760854321651
507,1.0379708470183,0.013614808187593,-1.9205037531835,0.015701899376982,280.55218616816,-0.00086758670608654,2.8749400516247,17.471395536271
510,0.72833997921896,0.2990576241498,-0.84587147878823,0.0098754620055651,283.12304602357,0.0024953373084011,3.5144391918901,17.764725462177
513,0.84756246878009,0.04022874516837,-2.8058531431303,0.014709778141867,289.00703079347,0.016046376606996,3.8624961044045,18.709920072518
516,1.0490303293056,0.28492357031993,-3.2296858140457,0.011484004382243,290.05161196502,-0.042270114684835,3.4135148745907,18.882233177148
519,1.0630626763681,0.21126967881261,-2.3232832999362,0.02181702451703,293.2374184673,-0.031984982769464,3.7871697948581,19.329819186931
522,0.75362792748212,0.36740634491139,-1.3391913320346,0.013538790122255,298.23385950517,-0.037129844925275,3.1445630944286,20.579279538259
525,0.8029418022844,0.14271014284401,-3.7836370282752,0.01454315964734,304.98216876008,5.2508026679962e-05,3.2219405599541,21.745392677641
528,1.0152133594807,0.20506358849487,-0.83023502038966,0.013338398545549,307.03076290974,-0.006458703487108,3.5187708852814,21.666595267172
531,1.0152305094828,0.32931276102764,-2.7059447684184,0.013956213340096,308.87931627447,-0.0061269675887649,3.64906745085,21.785337345826
534,0.71963029504884,0.12633086293358,-3.3566907498606,0.020842026265486,312.90833842147,-0.0041932914831126,3.0458072709104,22.520613265402
